url_path,views_total,views_unique
/MeherBhaskar/OptiMindTune,4,2
/MeherBhaskar/OptiMindTune/graphs/traffic,1,1
/MeherBhaskar/OptiMindTune/pulse,1,1
/MeherBhaskar/OptiMindTune/stargazers,1,1
